emp_length,homeownership,annual_income,verified_income,debt_to_income,delinq_2y,months_since_last_delinq,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,current_accounts_delinq,total_collection_amount_ever,num_accounts_30d_past_due,account_never_delinq_percent,public_record_bankrupt,loan_purpose,loan_amount,term,interest_rate,installment,region,pd_score,data_split,PCA1,PCA2,cluster,risk_level
3.0,rent,72000.0,source verified,20.33,0.0,37,6.0,12.0,6.0,58911.0,54947.0,0.0,0.0,0.0,91.7,0.0,debt_consolidation,30000,60,21.45,947.15,unknown,0.9002254673538294,test,0.6273697896097563,2.2732647304842852,1,Very High
10.0,mortgage,180000.0,verified,9.53,0.0,25,2.0,18.0,7.0,322046.0,73705.0,0.0,0.0,0.0,100.0,0.0,medical,5000,36,21.45,203.51,unknown,0.6715894409660805,train,0.5186146206498857,0.17931345685444686,1,Very High
1.0,mortgage,83000.0,source verified,18.44,1.0,14,1.0,11.0,6.0,527676.9999999995,39482.0,0.0,0.0,0.0,75.0,0.0,debt_consolidation,20000,60,15.05,476.33,unknown,0.6581829204026637,train,0.39154881136582065,1.4805993172809147,3,High
10.0,mortgage,50000.0,not verified,15.6,0.0,25,0.0,13.0,9.0,70313.0,18128.0,0.0,0.0,0.0,100.0,0.0,credit_card,7000,36,6.08,213.21,unknown,0.2819875063670227,train,-1.9616018587223276,-0.3675998272834112,0,Moderate
5.0,mortgage,100000.0,not verified,26.53,0.0,25,1.0,45.0,17.0,527676.9999999995,140264.39999999988,0.0,150.0,0.0,100.0,0.0,debt_consolidation,21050,60,13.59,485.34,unknown,0.510558229651239,train,3.849570367873746,-1.3981315297952723,2,Low
5.882636248415716,mortgage,40280.0,verified,7.27,0.0,25,1.0,10.0,4.0,188450.0,6103.0,0.0,0.0,0.0,90.0,0.0,home_improvement,3500,36,6.71,107.61,unknown,0.2299768490220546,train,-2.7751797664834474,0.1453540449908314,0,Moderate
10.0,rent,82000.0,not verified,17.31,0.0,67,1.0,26.0,7.0,65425.0,69177.0,0.0,0.0,0.0,88.0,0.0,credit_card,8000,36,7.96,250.55,unknown,0.3339625330540662,train,-0.7828162886956388,-0.6792781785448078,0,Moderate
7.0,mortgage,55000.0,source verified,14.42,0.0,25,0.0,20.0,14.0,197985.0,17296.0,0.0,142.0,0.0,100.0,0.0,debt_consolidation,18000,60,12.61,405.98,unknown,0.6429874525017067,test,-0.16552222280606596,0.5110788372518968,1,Very High
1.0,rent,55000.0,source verified,13.68,0.0,44,7.0,17.0,11.0,41891.0,26637.0,0.0,0.0,0.0,100.0,0.0,credit_card,10000,36,11.98,332.05,unknown,0.3989081696876485,train,-1.2594882307569848,-0.5678002351008148,0,Moderate
5.0,rent,33000.0,not verified,19.38,0.0,25,0.0,9.0,8.0,43876.0,22920.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,3200,36,7.34,105.49,unknown,0.26382025143126886,train,-2.746513269565248,-0.7175657394549905,0,Moderate
3.0,rent,60000.0,not verified,11.0,0.0,70,0.0,13.0,9.0,56000.0,14338.0,0.0,0.0,0.0,92.3,0.0,debt_consolidation,10000,36,6.07,301.15,unknown,0.06303204624708833,train,-2.125198074216537,0.30986649083725615,0,Moderate
4.0,mortgage,48000.0,source verified,2.88,0.0,25,2.0,26.0,9.0,147217.0,4606.6,0.0,0.0,0.0,100.0,0.0,house,6000,36,6.07,182.73,unknown,0.03988782738846053,train,-1.8080276258117167,-0.3327154427903148,0,Moderate
4.0,mortgage,106000.0,verified,26.25,0.0,25,2.0,36.0,15.0,405236.0,105548.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,12000,36,12.62,402.14,unknown,0.3687917722067987,train,2.115356631638441,-1.7264519079668814,2,Low
3.0,mortgage,180000.0,source verified,24.9,0.0,68,1.0,37.0,20.0,527676.9999999995,140264.39999999988,0.0,0.0,0.0,100.0,0.0,debt_consolidation,40000,60,9.44,838.91,unknown,0.1690647130921979,train,5.513327685292992,0.6577438872462134,2,Low
3.0,mortgage,80000.0,source verified,28.3,0.0,35,0.0,27.0,14.0,250359.0,113927.0,0.0,0.0,0.0,96.3,0.0,debt_consolidation,28000,60,20.39,747.92,unknown,0.6460037605637257,train,2.3682197623273384,0.46021567223406534,1,Very High
10.0,mortgage,140000.0,not verified,13.82,0.0,25,2.0,21.0,12.0,527676.9999999995,69647.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,15000,60,9.93,318.19,unknown,0.1819340894690462,train,1.9179021746588865,0.24834006235534864,2,Low
1.0,own,70000.0,source verified,0.0,0.0,31,0.0,13.0,4.0,30400.0,4606.6,0.0,0.0,0.0,92.3,0.0,small_business,2400,36,6.08,105.49,unknown,0.2588433807993012,train,-3.215745518305786,0.599715013248034,0,Moderate
2.0,rent,45000.0,source verified,10.59,0.0,25,1.0,9.0,7.0,17000.0,13304.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,10000,36,21.45,379.07,unknown,0.5664450406739824,train,-2.428670847709045,0.7956434670610872,0,Moderate
2.0,rent,75000.0,not verified,18.53,0.0,25,2.0,12.0,6.0,55075.0,34186.0,0.0,0.0,0.0,100.0,0.0,other,9500,36,10.42,308.42,unknown,0.2561879609820695,train,-1.7881038794462456,0.046018798798491335,0,Moderate
2.0,rent,53592.0,source verified,7.1,0.0,25,0.0,7.0,4.0,42499.0,10466.0,0.0,742.7999999999993,0.0,100.0,0.0,other,30000,36,12.61,1005.2,unknown,0.16662814299309822,train,-1.4265956620104323,2.9861914824673956,0,Moderate
5.0,rent,90000.0,source verified,15.72,0.0,25,7.0,24.0,10.0,77285.0,51012.0,0.0,0.0,0.0,100.0,0.0,moving,15000,60,11.99,333.6,unknown,0.6275928060439993,train,0.2336522374417277,-0.04914242883367831,1,Very High
10.0,rent,77000.0,source verified,14.82,0.0,80,0.0,29.0,14.0,74852.0,44015.0,0.0,0.0,0.0,96.6,0.0,debt_consolidation,35000,60,15.05,833.57,unknown,0.4109853903836549,train,1.4585208601320778,1.8225826196040718,1,Very High
2.0,rent,42000.0,source verified,25.89,0.0,25,1.0,11.0,6.0,43239.0,31094.0,0.0,0.0,0.0,100.0,0.0,credit_card,10000,36,15.05,346.9,unknown,0.4146157308896761,train,-2.0310332460277447,-0.18109596986698287,0,Moderate
4.0,mortgage,130000.0,source verified,13.51,0.0,25,2.0,15.0,11.0,403408.0,49857.0,0.0,667.0,0.0,100.0,0.0,home_improvement,40000,60,12.62,902.37,unknown,0.4490205808398427,train,2.3165916118763805,2.6421592607656077,2,Low
10.0,own,76300.0,not verified,10.71,0.0,68,4.0,30.0,12.0,185068.0,26515.0,0.0,0.0,0.0,96.7,1.0,debt_consolidation,15000,36,6.72,461.24,unknown,0.0823085804118838,train,0.16908426694088102,-0.4675218793196115,0,Moderate
2.0,mortgage,180000.0,not verified,2.68,0.0,25,0.0,17.0,9.0,175300.0,18870.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,20000,36,6.71,614.9,unknown,0.02022538095570072,train,0.11906100938545017,2.0745927471029493,0,Moderate
0.0,rent,41000.0,verified,25.7,0.0,25,0.0,23.0,7.0,29311.0,13527.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,4500,36,15.05,156.11,unknown,0.6391510600804735,train,-2.2918483613368297,-1.0281032160027865,0,Moderate
2.0,rent,30000.0,not verified,3.64,0.0,25,0.0,9.0,7.0,18000.0,5542.0,0.0,0.0,0.0,100.0,0.0,car,16000,60,9.93,339.41,unknown,0.31954723405104773,test,-2.4136488606400195,1.6022560239323196,0,Moderate
6.0,mortgage,88000.0,source verified,17.24,0.0,61,2.0,39.0,23.0,404236.0,140264.39999999988,0.0,0.0,0.0,97.4,0.0,credit_card,10000,36,10.42,324.65,unknown,0.07021644217329012,train,2.6389747270136956,-2.5246396472451997,2,Low
2.0,mortgage,115000.0,verified,18.72,0.0,26,6.0,21.0,15.0,394519.0,69124.0,0.0,0.0,0.0,76.0,0.0,debt_consolidation,20000,60,21.45,562.78,unknown,0.8772657401609839,train,2.0615741145699533,0.4080550772599183,1,Very High
10.0,rent,95731.0,not verified,19.64,0.0,25,1.0,37.0,15.0,86768.0,53109.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,20600,60,21.45,676.52,unknown,0.6058172771709252,train,1.5736267079277295,0.3390572091546957,1,Very High
2.0,rent,127000.0,source verified,9.12,1.0,7,0.0,11.0,9.0,74518.0,34313.0,0.0,0.0,0.0,100.0,0.0,major_purchase,35000,60,15.05,833.57,unknown,0.5136145704718796,train,0.5624668171496434,3.320783508715271,3,High
5.0,mortgage,70000.0,not verified,21.41,0.0,25,1.0,21.0,6.0,279995.0,52244.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,12000,36,6.07,365.45,unknown,0.16408067587557265,train,-0.4096174075077039,-0.3497251480692752,0,Moderate
8.0,mortgage,75000.0,verified,20.16,0.0,25,4.0,39.0,23.0,365595.0,30262.0,0.0,391.0,0.0,100.0,0.0,house,15000,36,7.34,465.5,unknown,0.13645024918610726,train,1.8103666496901882,-1.95742196146648,2,Low
10.0,mortgage,73000.0,verified,39.08,0.0,25,7.0,28.0,23.0,146435.0,51162.0,0.0,0.0,0.0,100.0,1.0,debt_consolidation,20000,36,13.59,679.58,unknown,0.7976194916681735,train,2.1331801363731233,-2.092908617119837,1,Very High
5.882636248415716,mortgage,76000.0,not verified,14.62,0.0,25,2.0,15.0,14.0,368543.0,24135.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,6000,36,6.72,184.5,unknown,0.04981022084599532,train,-0.5554633603330348,-0.9077259412097696,0,Moderate
10.0,rent,180000.0,not verified,11.64,0.0,25,1.0,26.0,23.0,80444.0,45181.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,10000,36,6.07,301.11,unknown,0.11347612475850648,train,1.0409734882334043,-0.7714012777882713,2,Low
8.0,mortgage,50000.0,verified,12.15,0.0,80,7.0,27.0,13.0,97664.0,21687.0,0.0,0.0,0.0,96.2,1.0,debt_consolidation,25000,36,9.93,805.86,unknown,0.4770759429197888,train,0.5949796431950067,0.31641918811834024,1,Very High
10.0,own,58000.0,source verified,12.58,0.0,43,0.0,22.0,10.0,37300.0,14770.0,0.0,0.0,0.0,86.4,0.0,debt_consolidation,10000,36,9.92,322.3,unknown,0.27237597197289803,train,-1.4652188311068142,0.003769926823808778,0,Moderate
1.0,rent,105000.0,not verified,16.73,0.0,25,0.0,7.0,6.0,63600.0,53168.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,6000,36,9.93,193.41,unknown,0.33748103445605643,train,-1.8854326595607112,0.13827179254323438,0,Moderate
10.0,mortgage,114000.0,verified,28.13,1.0,15,1.0,28.0,17.0,451597.0,88594.0,0.0,0.0,0.0,96.4,0.0,credit_card,20000,60,14.07,466.1,unknown,0.6750562806897047,train,2.8517103794721166,-0.593686488089677,2,Low
10.0,mortgage,150000.0,source verified,7.89,0.0,25,1.0,22.0,8.0,96633.0,43253.0,0.0,0.0,0.0,100.0,0.0,medical,15000,36,7.97,469.84,unknown,0.11943656612947716,train,0.06233622858556161,0.9753972279751716,0,Moderate
0.0,mortgage,69000.0,not verified,15.42,0.0,75,0.0,37.0,8.0,291176.0,33890.0,0.0,0.0,0.0,94.3,0.0,debt_consolidation,20000,36,6.07,602.21,unknown,0.07604161032714563,train,0.31205051221858204,0.21254522807359663,0,Moderate
10.0,mortgage,30000.0,not verified,32.4,0.0,27,1.0,27.0,23.0,69244.0,23425.0,0.0,0.0,0.0,93.0,0.0,debt_consolidation,10500,60,9.93,222.74,unknown,0.8119454409197057,train,0.14131696502006966,-2.012161047340258,1,Very High
5.0,mortgage,60000.0,source verified,17.28,0.0,25,2.0,16.0,13.0,47882.0,36724.0,0.0,295.0,0.0,100.0,1.0,credit_card,11400,60,14.08,265.74,unknown,0.711591773647736,train,-0.8875393224162186,-0.3773432483984143,1,Very High
5.0,mortgage,74000.0,not verified,32.06,0.0,25,0.0,15.0,9.0,384554.0,63783.0,0.0,0.0,0.0,100.0,0.0,car,5500,36,12.61,184.29,unknown,0.12291630788096546,train,-0.3379476696518622,-1.3960933681640364,0,Moderate
0.0,rent,28000.0,source verified,3.7,1.0,14,1.0,7.0,4.0,17000.0,4606.6,0.0,0.0,0.0,75.0,0.0,debt_consolidation,5000,36,12.62,167.56,unknown,0.5119155603474718,train,-3.638934184162492,0.8001175241518724,3,High
5.882636248415716,own,32000.0,source verified,22.09,0.0,34,6.0,13.0,6.0,30649.0,24714.0,0.0,0.0,0.0,76.9,0.0,other,9600,36,17.47,344.52,unknown,0.6205534969583104,test,-1.7968965688791494,-0.28783862612062994,1,Very High
0.0,rent,31000.0,source verified,16.26,0.0,56,2.0,32.0,21.0,43430.0,14955.0,0.0,0.0,0.0,100.0,0.0,other,15000,36,12.62,502.67,unknown,0.6096150336457903,train,-0.39846302763711466,-1.0428264773343712,0,Moderate
3.0,rent,64000.0,source verified,8.72,0.0,25,0.0,7.0,5.0,49500.0,19719.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,10000,36,6.71,307.45,unknown,0.18160379854599154,train,-2.509843937991497,0.9118560460539337,0,Moderate
3.0,rent,28000.0,source verified,16.3,0.0,25,1.0,11.0,11.0,54966.0,42068.0,0.0,0.0,0.0,100.0,0.0,major_purchase,10450,60,19.42,273.5,unknown,0.707453797052016,train,-1.542261266240214,0.19910261766196904,1,Very High
2.0,mortgage,77000.0,source verified,16.04,0.0,25,3.0,23.0,16.0,188426.0,59514.0,0.0,0.0,0.0,100.0,0.0,credit_card,7200,36,12.62,241.29,unknown,0.12917595945551402,test,-0.14720262118781402,-1.3316913690566887,0,Moderate
5.882636248415716,rent,28000.0,verified,21.94,0.0,25,1.0,11.0,6.0,17000.0,4606.6,0.0,0.0,0.0,100.0,0.0,debt_consolidation,4200,36,10.91,137.33,unknown,0.9132063528176013,test,-2.864145460167147,-0.587302424452829,0,Moderate
0.0,rent,60000.0,verified,19.22,0.0,25,3.0,23.0,14.0,69357.0,68594.0,0.0,0.0,0.0,100.0,0.0,other,2400,36,17.47,105.49,unknown,0.6279188485959568,train,-1.0448605383796463,-1.8019486744354491,0,Moderate
9.0,mortgage,41787.0,verified,37.74,0.0,25,1.0,32.0,11.0,42639.0,36441.0,0.0,0.0,0.0,100.0,0.0,credit_card,12800,36,18.06,463.14,unknown,0.8279869774983833,train,-0.14810636400528748,-1.4678247966922022,1,Very High
0.0,mortgage,77000.0,verified,18.39,0.0,37,3.0,11.0,7.0,174300.0,31663.0,0.0,542.0,0.0,90.0,0.0,debt_consolidation,30000,36,19.03,1076.23,unknown,0.7960136540629202,train,0.259255809812505,2.182719595654781,1,Very High
1.0,mortgage,72000.0,source verified,27.23,0.0,36,7.0,21.0,13.0,158659.0,65964.0,0.0,0.0,0.0,95.2,1.0,debt_consolidation,7000,36,12.62,234.58,unknown,0.7657705952019519,train,-0.09096230635746042,-2.024138718598622,1,Very High
8.0,mortgage,165000.0,source verified,11.14,0.0,25,2.0,24.0,8.0,103527.0,70510.0,0.0,0.0,0.0,100.0,0.0,other,25000,36,6.07,761.35,unknown,0.13359453452212444,train,1.3129245453857923,1.5688730394981714,2,Low
10.0,mortgage,43000.0,source verified,1.56,0.0,25,3.0,30.0,15.0,45100.0,4606.6,0.0,0.0,0.0,100.0,0.0,home_improvement,40000,60,9.43,838.71,unknown,0.20083396916801463,train,0.9772859746505309,2.2873892449800377,1,Very High
10.0,mortgage,90000.0,verified,17.44,0.0,25,1.0,32.0,10.0,524622.0,87687.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,24000,60,10.42,514.91,unknown,0.22129998571073747,train,2.4683100996586327,0.353481228050526,2,Low
10.0,own,95000.0,not verified,11.45,0.0,25,2.0,40.0,10.0,73740.0,14461.0,0.0,0.0,0.0,100.0,1.0,debt_consolidation,5000,36,7.96,156.59,unknown,0.1986265378148504,train,-0.696976614720938,-1.3197344936247692,0,Moderate
10.0,mortgage,152000.0,not verified,21.09,0.0,48,5.0,44.0,18.0,476029.0,121076.0,0.0,0.0,0.0,97.7,0.0,small_business,40000,60,13.59,922.25,unknown,0.1496723611463157,train,5.544180570440139,0.5755915801642567,2,Low
2.0,mortgage,49500.0,source verified,34.86,0.0,25,1.0,35.0,14.0,241110.0,140264.39999999988,0.0,0.0,0.0,100.0,0.0,credit_card,15000,60,15.04,357.17,unknown,0.7429466654620202,train,1.8046763191011947,-1.8386503053190575,1,Very High
5.0,own,32000.0,source verified,13.77,0.0,36,1.0,21.0,15.0,37596.0,18294.0,0.0,742.7999999999993,0.0,76.2,0.0,home_improvement,5000,36,12.61,167.54,unknown,0.32261890816646915,train,-1.9654953759384035,-1.2162523891014503,0,Moderate
8.0,rent,78000.0,source verified,9.61,0.0,58,3.0,21.0,15.0,48354.0,40982.0,0.0,742.7999999999993,0.0,75.0,1.0,credit_card,7000,36,7.96,219.23,unknown,0.04094200829218569,test,-1.171172002451752,-1.1142335994709684,0,Moderate
2.0,rent,52000.0,source verified,24.39,0.0,25,4.0,23.0,9.0,86360.0,47451.0,0.0,742.7999999999993,0.0,100.0,0.0,debt_consolidation,17450,60,13.58,402.25,unknown,0.7253382251880564,train,-0.27662849596917327,-0.267286464695797,1,Very High
10.0,mortgage,147000.0,source verified,5.16,0.0,56,6.0,11.0,8.0,386381.0,23551.0,0.0,0.0,0.0,81.8,0.0,debt_consolidation,30000,60,16.01,729.71,unknown,0.6548671486969204,test,1.6157932194753843,2.9067692654802175,1,Very High
10.0,own,140000.0,verified,28.53,0.0,25,1.0,40.0,14.0,454500.0,140264.39999999988,0.0,0.0,0.0,100.0,0.0,debt_consolidation,15000,36,21.45,579.95,unknown,0.5706287285377861,test,3.4920421846178753,-1.308118461056862,2,Low
5.0,rent,50000.0,not verified,20.74,0.0,25,7.0,39.0,23.0,128476.0,16061.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,20000,36,7.97,626.46,unknown,0.1919520952496592,train,1.2869467206739833,-1.5242298010125233,2,Low
5.882636248415716,rent,55000.0,not verified,12.22,1.0,19,3.0,22.0,16.0,26500.0,10994.0,0.0,0.0,0.0,85.7,1.0,debt_consolidation,15000,60,18.06,381.4,unknown,0.8047724937307232,train,-0.5943028182341832,0.09130634940605961,3,High
3.0,mortgage,180000.0,not verified,15.84,0.0,25,0.0,15.0,10.0,527676.9999999995,84019.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,12000,36,6.08,365.5,unknown,0.04301915028142115,train,1.3758027532058354,0.21764998112279352,2,Low
10.0,rent,126000.0,source verified,3.82,0.0,25,0.0,9.0,4.0,49529.0,7020.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,16500,36,6.07,496.9,unknown,0.13768094702153202,train,-1.487697334912751,2.1354520077066255,0,Moderate
10.0,mortgage,95000.0,not verified,15.48,0.0,25,2.0,18.0,13.0,277964.0,47779.0,0.0,0.0,0.0,100.0,1.0,debt_consolidation,19200,36,6.07,578.21,unknown,0.0418381305867498,train,0.6851383249914778,0.11095864940175443,2,Low
10.0,mortgage,80000.0,source verified,14.16,0.0,25,2.0,19.0,11.0,285387.0,22788.0,0.0,0.0,0.0,100.0,0.0,major_purchase,7050,36,9.93,227.26,unknown,0.15082666001742168,train,-0.6040124987840007,-0.5609764665519447,0,Moderate
5.0,rent,60000.0,source verified,16.72,0.0,25,7.0,11.0,11.0,242220.0,30552.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,8000,36,7.96,250.55,unknown,0.5406585278541554,train,-0.8577266284732179,-0.7957664612213418,0,Moderate
0.0,mortgage,101000.0,source verified,18.5,1.0,5,2.0,41.0,15.0,343573.0,39168.0,0.0,0.0,0.0,95.1,0.0,debt_consolidation,20000,60,21.45,607.97,unknown,0.6361099925648733,train,2.0388836409035123,0.13224139127031564,3,High
4.0,mortgage,113000.0,not verified,15.28,0.0,25,6.0,29.0,21.0,527676.9999999995,78028.0,0.0,0.0,0.0,100.0,1.0,home_improvement,10800,60,9.44,226.51,unknown,0.3883839535594311,train,2.3916689676499114,-1.7155075437012006,2,Low
10.0,mortgage,61000.0,not verified,19.05,0.0,58,7.0,41.0,11.0,141543.0,42210.0,0.0,742.7999999999993,0.0,87.8,0.0,debt_consolidation,7200,36,13.59,244.65,unknown,0.20204714239492091,train,0.1703492344464332,-2.101595094341906,0,Moderate
1.0,rent,28000.0,source verified,26.96,0.0,25,0.0,11.0,10.0,28300.0,13329.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,12000,36,15.04,416.22,unknown,0.8141266935278919,train,-2.022563999156369,-0.16232684484782564,1,Very High
2.0,mortgage,75000.0,not verified,21.63,0.0,25,2.0,27.0,17.0,213035.0,79897.0,0.0,0.0,0.0,100.0,0.0,credit_card,20000,36,6.07,602.21,unknown,0.01476291071341628,train,1.1935200886340758,-0.7619747748077147,2,Low
2.0,mortgage,44000.0,verified,24.77,0.0,25,7.0,16.0,9.0,56476.0,40706.0,0.0,167.0,0.0,100.0,0.0,home_improvement,7200,36,14.08,246.36,unknown,0.8481849493831937,test,-1.2284702443978357,-1.3257772004784087,1,Very High
2.0,rent,60000.0,source verified,18.36,0.0,25,2.0,15.0,5.0,36564.0,20307.0,0.0,110.0,0.0,100.0,0.0,small_business,6000,36,13.59,203.88,unknown,0.6997268870720429,train,-2.3099466119772756,-0.25980599738110033,0,Moderate
10.0,rent,47000.0,not verified,18.92,0.0,25,0.0,22.0,8.0,24823.0,11443.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,5000,36,7.97,156.62,unknown,0.3310866806333372,train,-2.0645571724368104,-0.8087880419485948,0,Moderate
2.0,rent,58000.0,source verified,14.66,0.0,25,2.0,15.0,9.0,101890.0,43411.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,16000,60,9.93,339.41,unknown,0.6314505018679469,train,-0.8488811151404216,0.618627647805326,1,Very High
10.0,mortgage,55000.0,source verified,29.58,0.0,62,0.0,30.0,14.0,245213.0,27408.0,0.0,0.0,0.0,93.3,0.0,debt_consolidation,15600,36,6.08,475.15,unknown,0.12629386467679055,train,0.40374814605056025,-1.0225402632987726,0,Moderate
5.882636248415716,rent,31812.0,not verified,37.83,0.0,25,0.0,16.0,8.0,58700.0,38487.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,10000,60,21.45,275.34,unknown,0.8042288850087743,train,-1.1589982122627107,-0.648363408876599,1,Very High
5.0,rent,95000.0,source verified,13.49,1.0,14,2.0,18.0,9.0,66559.0,47029.0,0.0,742.7999999999993,0.0,83.3,0.0,moving,10000,36,10.42,324.65,unknown,0.4541990021089866,train,-1.0757839064175805,-0.12971808480202748,3,High
0.0,mortgage,65000.0,source verified,29.36,1.0,15,0.0,14.0,12.0,86480.0,66933.0,0.0,0.0,0.0,75.0,0.0,debt_consolidation,30000,36,17.47,1076.23,unknown,0.2839464252768758,train,0.7295202158164911,1.5006564535412876,3,High
4.0,rent,180000.0,source verified,1.12,0.0,75,0.0,12.0,9.0,27800.0,5459.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,30000,36,10.9,980.75,unknown,0.2528121685157169,train,0.20552240736549823,3.60156747491932,0,Moderate
10.0,mortgage,55200.0,not verified,18.67,0.0,25,0.0,25.0,12.0,206967.0,57403.0,0.0,0.0,0.0,100.0,0.0,credit_card,16000,36,6.08,487.34,unknown,0.056387876200851214,train,0.1544667861787984,-0.4516346414471324,0,Moderate
